COD_IBGE;UF;MUNICIPIO;POPULACAO;RANGE_POP;CAPITAL
5221908;GO;Varjão;3848;<10k;
1100262;RO;Rio Crespo;3843;<10k;
4314308;RS;Pejuçara;3840;<10k;
2806909;SE;São Francisco;3837;<10k;
4103958;PR;Campina do Simão;3831;<10k;
3111150;MG;Campo Azul;3830;<10k;
3542305;SP;Redenção da Serra;3827;<10k;
1707553;TO;Fátima;3824;<10k;
2201988;PI;Brejo do Piauí;3824;<10k;
4305959;RS;Cotiporã;3824;<10k;
5219357;GO;Santa Isabel;3821;<10k;
1710904;TO;Itapiratins;3814;<10k;
3529609;SP;Meridiano;3813;<10k;
5203609;GO;Brazabrantes;3812;<10k;
4315354;RS;Quinze de Novembro;3810;<10k;
1702703;TO;Aurora do Tocantins;3809;<10k;
2209500;PI;Santo Inácio do Piauí;3809;<10k;
3157609;MG;Santa Fé de Minas;3806;<10k;
4120333;PR;Prado Ferreira;3806;<10k;
2511004;PB;Pedra Branca;3802;<10k;
5209408;GO;Guarani de Goiás;3801;<10k;
4123824;PR;Santa Lúcia;3795;<10k;
4202859;SC;Braço do Trombudo;3794;<10k;
4216354;SC;São João do Itaperiú;3784;<10k;
3102209;MG;Alvarenga;3783;<10k;
3121704;MG;Diogo de Vasconcelos;3779;<10k;
1714302;TO;Nazaré;3772;<10k;
3160900;MG;São Brás do Suaçuí;3770;<10k;
4109005;PR;Guapirama;3767;<10k;
3160207;MG;Santo Antônio do Itambé;3763;<10k;
5108105;MT;Tesouro;3761;<10k;
4121307;PR;Rancho Alegre;3760;<10k;
3128501;MG;Guarará;3755;<10k;
5106190;MT;Nova Santa Helena;3755;<10k;
3159100;MG;Santana dos Montes;3753;<10k;
3134509;MG;Itutinga;3749;<10k;
5214101;GO;Mutunópolis;3749;<10k;
2401909;RN;Caiçara do Rio do Vento;3745;<10k;
4304655;RS;Capão do Cipó;3745;<10k;
4313359;RS;Nova Roma do Sul;3743;<10k;
3514924;SP;Elisiário;3742;<10k;
5209606;GO;Heitoraí;3742;<10k;
3110806;MG;Campanário;3739;<10k;
4300059;RS;Água Santa;3738;<10k;
4310850;RS;Jaboticaba;3738;<10k;
2210102;PI;São José do Peixe;3737;<10k;
2919009;BA;Lajedinho;3735;<10k;
3141207;MG;Matutina;3733;<10k;
2408706;RN;Paraú;3732;<10k;
4313607;RS;Paim Filho;3731;<10k;
1712405;TO;Lizarda;3727;<10k;
4215356;SC;Saltinho;3727;<10k;
2803807;SE;Malhada dos Bois;3715;<10k;
2503407;PB;Cacimba de Areia;3708;<10k;
3538303;SP;Piquerobi;3706;<10k;
4312757;RS;Nova Alvorada;3698;<10k;
4104055;PR;Campo Bonito;3694;<10k;
3528205;SP;Macedônia;3686;<10k;
3119906;MG;Córrego do Bom Jesus;3685;<10k;
4305405;RS;Chiapetta;3684;<10k;
5215405;GO;Ouro Verde de Goiás;3679;<10k;
5207352;GO;Edealina;3678;<10k;
3167905;MG;Tabuleiro;3669;<10k;
1718402;TO;Presidente Kennedy;3668;<10k;
3115409;MG;Catas Altas da Noruega;3665;<10k;
2918704;BA;Lafaiete Coutinho;3663;<10k;
2207850;PI;Pavussu;3662;<10k;
5204607;GO;Campestre de Goiás;3662;<10k;
3153004;MG;Pratinha;3658;<10k;
5106208;MT;Nova Brasilândia;3656;<10k;
3120706;MG;Cruzeiro da Fortaleza;3651;<10k;
3149200;MG;Pedrinópolis;3651;<10k;
3543600;SP;Rifaina;3651;<10k;
2512747;PB;Riachão;3650;<10k;
2410702;RN;Riacho da Cruz;3648;<10k;
4307815;RS;Estrela Velha;3646;<10k;
4213104;SC;Piratuba;3637;<10k;
3122470;MG;Dom Bosco;3635;<10k;
4213005;SC;Pinheiro Preto;3635;<10k;
1703057;TO;Bandeirantes do Tocantins;3631;<10k;
2516151;PB;Sossêgo;3631;<10k;
5204656;GO;Campinaçu;3628;<10k;
1713957;TO;Muricilândia;3623;<10k;
3551207;SP;Sarutaiá;3623;<10k;
2514602;PB;São José do Bonfim;3619;<10k;
2907400;BA;Catolândia;3619;<10k;
3501202;SP;Álvares Florence;3616;<10k;
3114709;MG;Carvalhópolis;3614;<10k;
4311122;RS;Jaquirana;3611;<10k;
5104559;MT;Itaúba;3609;<10k;
2201572;PI;Belém do Piauí;3607;<10k;
2514800;PB;São José dos Cordeiros;3607;<10k;
4320602;RS;Severiano de Almeida;3607;<10k;
2411809;RN;São Fernando;3606;<10k;
3539707;SP;Platina;3606;<10k;
3102407;MG;Alvorada de Minas;3605;<10k;
3153707;MG;Quartel Geral;3603;<10k;
3160009;MG;Santo Antônio do Aventureiro;3602;<10k;
5107768;MT;Santa Rita do Trivelato;3602;<10k;
4125456;PR;São José das Palmeiras;3601;<10k;
3551306;SP;Sebastianópolis do Sul;3595;<10k;
2513356;PB;Santa Inês;3591;<10k;
3500600;SP;Águas de São Pedro;3588;<10k;
5007976;MS;Taquarussu;3588;<10k;
2202075;PI;Cajazeiras do Piauí;3586;<10k;
2411106;RN;Ruy Barbosa;3584;<10k;
3109600;MG;Cachoeira da Prata;3580;<10k;
5215900;GO;Palminópolis;3578;<10k;
3153202;MG;Presidente Juscelino;3572;<10k;
2502052;PB;Bernardino Batista;3571;<10k;
3171402;MG;Vieiras;3570;<10k;
2505808;PB;Duas Estradas;3569;<10k;
4219101;SC;Vargeão;3569;<10k;
4318622;RS;São José dos Ausentes;3559;<10k;
2505907;PB;Emas;3556;<10k;
5006259;MS;Novo Horizonte do Sul;3556;<10k;
3144904;MG;Nova Módica;3548;<10k;
4201604;SC;Arroio Trinta;3547;<10k;
3119005;MG;Cordislândia;3546;<10k;
3500204;SP;Adolfo;3545;<10k;
4300851;RS;Arambaré;3544;<10k;
5221080;GO;Teresina de Goiás;3538;<10k;
1718881;TO;Santa Maria do Tocantins;3537;<10k;
2515203;PB;São Sebastião do Umbuzeiro;3534;<10k;
4310900;RS;Jacutinga;3532;<10k;
4322525;RS;Vale Verde;3531;<10k;
3505005;SP;Barão de Antonina;3525;<10k;
3530904;SP;Mombuca;3523;<10k;
4301552;RS;Áurea;3517;<10k;
3166105;MG;Senhora do Porto;3516;<10k;
3541802;SP;Queiroz;3513;<10k;
3156403;MG;Romaria;3507;<10k;
5221007;GO;Taquaral de Goiás;3506;<10k;
4202438;SC;Bocaina do Sul;3501;<10k;
3125804;MG;Fernandes Tourinho;3500;<10k;
3129905;MG;Ibitiúra de Minas;3497;<10k;
5221452;GO;Trombas;3497;<10k;
3126950;MG;Frei Lagonegro;3496;<10k;
5108204;MT;Torixoréu;3487;<10k;
3124708;MG;Estrela do Indaiá;3483;<10k;
2506509;PB;Gurjão;3477;<10k;
1701051;TO;Angico;3475;<10k;
2704906;AL;Mar Vermelho;3474;<10k;
4103156;PR;Bom Jesus do Sul;3472;<10k;
4311130;RS;Jari;3472;<10k;
1712801;TO;Maurilândia do Tocantins;3470;<10k;
5215652;GO;Palestina de Goiás;3470;<10k;
3525854;SP;Jumirim;3467;<10k;
4210209;SC;Major Gercino;3465;<10k;
4204103;SC;Caxambu do Sul;3462;<10k;
5206503;GO;Cromínia;3458;<10k;
4310553;RS;Itacurubi;3456;<10k;
5108303;MT;União do Sul;3455;<10k;
5201603;GO;Araçu;3450;<10k;
5209804;GO;Hidrolina;3450;<10k;
3119708;MG;Coronel Xavier Chaves;3448;<10k;
2210623;PI;Sebastião Barros;3434;<10k;
4219853;SC;Zortéa;3432;<10k;
3121902;MG;Divinésia;3430;<10k;
4213351;SC;Ponte Alta do Norte;3426;<10k;
4116604;PR;Nova América da Colina;3424;<10k;
4117404;PR;Ourizona;3423;<10k;
3106101;MG;Belmiro Braga;3422;<10k;
2802502;SE;General Maynard;3421;<10k;
2207355;PI;Pajeú do Piauí;3416;<10k;
5103809;MT;Figueirópolis D'Oeste;3411;<10k;
4306452;RS;Dois Lajeados;3410;<10k;
4107124;PR;Diamante do Sul;3409;<10k;
4322327;RS;Turuçu;3408;<10k;
4323309;RS;Vila Flores;3407;<10k;
4102752;PR;Bela Vista da Caroba;3404;<10k;
3127370;MG;Goiabeira;3402;<10k;
4303673;RS;Campestre da Serra;3402;<10k;
4122800;PR;Salgado Filho;3389;<10k;
3540101;SP;Pongaí;3385;<10k;
3159407;MG;Santa Rita de Ibitipoca;3380;<10k;
5205059;GO;Castelândia;3380;<10k;
2513984;PB;São Francisco;3377;<10k;
1718840;TO;Sandolândia;3371;<10k;
5219456;GO;Santa Rita do Novo Destino;3367;<10k;
3137908;MG;Lamim;3366;<10k;
3159704;MG;Santa Rosa da Serra;3364;<10k;
2201309;PI;Barreiras do Piauí;3356;<10k;
3161056;MG;São Félix de Minas;3354;<10k;
4313003;RS;Nova Bréscia;3345;<10k;
3149507;MG;Pequeri;3340;<10k;
5205521;GO;Colinas do Sul;3339;<10k;
3522158;SP;Itaoca;3332;<10k;
5108857;MT;Nova Marilândia;3332;<10k;
1705102;TO;Chapada da Natividade;3330;<10k;
4203154;SC;Calmon;3325;<10k;
3542800;SP;Ribeira;3320;<10k;
2805000;SE;Pedra Mole;3309;<10k;
3144375;MG;Natalândia;3306;<10k;
5206701;GO;Damianópolis;3302;<10k;
4111605;PR;Ivatuba;3299;<10k;
4119657;PR;Pitangueiras;3298;<10k;
2400406;RN;Água Nova;3293;<10k;
4307401;RS;Esmeralda;3291;<10k;
4300455;RS;Alegria;3287;<10k;
4212239;SC;Paraíso;3284;<10k;
3106804;MG;Bias Fortes;3282;<10k;
4118303;PR;Paranapoema;3277;<10k;
4304101;RS;Campos Borges;3272;<10k;
5203962;GO;Buritinópolis;3272;<10k;
2807303;SE;Telha;3271;<10k;
4302600;RS;Braga;3271;<10k;
4301859;RS;Barra do Guarita;3266;<10k;
3170479;MG;Uruana de Minas;3256;<10k;
4123204;PR;Santa Cecília do Pavão;3253;<10k;
5207501;GO;Estrela do Norte;3253;<10k;
3501509;SP;Alvinlândia;3251;<10k;
4217550;SC;Serra Alta;3249;<10k;
4112900;PR;Jundiaí do Sul;3248;<10k;
4103222;PR;Bom Sucesso do Sul;3244;<10k;
1501253;PA;Bannach;3239;<10k;
3515129;SP;Emilianópolis;3238;<10k;
4312377;RS;Monte Alegre dos Campos;3237;<10k;
4205175;SC;Entre Rios;3232;<10k;
4304952;RS;Caseiros;3228;<10k;
4305371;RS;Charrua;3228;<10k;
4319125;RS;São Martinho da Serra;3228;<10k;
5107750;MT;Salto do Céu;3226;<10k;
4201109;SC;Anitápolis;3223;<10k;
3138302;MG;Leandro Ferreira;3222;<10k;
3144201;MG;Nacip Raydan;3221;<10k;
4319703;RS;São Valentim;3220;<10k;
2415008;RN;Vila Flor;3217;<10k;
2503753;PB;Cajazeirinhas;3217;<10k;
2204154;PI;Francisco Macedo;3216;<10k;
3115904;MG;Chácara;3216;<10k;
3532157;SP;Nantes;3215;<10k;
2410603;RN;Rafael Godeiro;3214;<10k;
3157278;MG;Santa Bárbara do Monte Verde;3212;<10k;
5218391;GO;Professor Jamil;3211;<10k;
4123105;PR;Santa Amélia;3208;<10k;
5214903;GO;Nova Roma;3208;<10k;
5219605;GO;Santa Tereza de Goiás;3207;<10k;
3125309;MG;Faria Lemos;3202;<10k;
1712454;TO;Luzinópolis;3200;<10k;
1718006;TO;Porto Alegre do Tocantins;3200;<10k;
1712009;TO;Lajeado;3199;<10k;
2414456;RN;Triunfo Potiguar;3195;<10k;
3544400;SP;Rubiácea;3195;<10k;
3544509;SP;Rubinéia;3191;<10k;
4313425;RS;Novo Machado;3191;<10k;
4312617;RS;Muitos Capões;3184;<10k;
4201802;SC;Atalanta;3179;<10k;
3125507;MG;São Gonçalo do Rio Preto;3178;<10k;
3127354;MG;Glaucilândia;3177;<10k;
2200806;PI;Antônio Almeida;3175;<10k;
4307054;RS;Ernestina;3171;<10k;
3119807;MG;Córrego Danta;3168;<10k;
5107263;MT;Santo Afonso;3164;<10k;
2409506;RN;Pedra Grande;3163;<10k;
4122107;PR;Rio Bom;3162;<10k;
4217105;SC;São Martinho;3162;<10k;
3548302;SP;Santo Expedito;3159;<10k;
3171501;MG;Mathias Lobato;3157;<10k;
5216452;GO;Perolândia;3156;<10k;
3145802;MG;Onça de Pitangui;3155;<10k;
4113429;PR;Lidianópolis;3155;<10k;
4206801;SC;Ibicaré;3154;<10k;
3135001;MG;Jaguaraçu;3151;<10k;
3113107;MG;Caranaíba;3150;<10k;
2208601;PI;Prata do Piauí;3149;<10k;
3525409;SP;Jeriquara;3143;<10k;
4310702;RS;Itatiba do Sul;3143;<10k;
4115739;PR;Mato Rico;3142;<10k;
2605459;PE;Fernando de Noronha;3140;<10k;
4312427;RS;Mormaço;3139;<10k;
4120150;PR;Porto Barreiro;3133;<10k;
3116902;MG;Comendador Gomes;3128;<10k;
3143708;MG;Morro do Pilar;3126;<10k;
3530003;SP;Mira Estrela;3125;<10k;
5108352;MT;Vale de São Domingos;3124;<10k;
4110300;PR;Inajá;3122;<10k;
2513968;PB;São Domingos;3119;<10k;
2409209;RN;Passagem;3114;<10k;
2515609;PB;Serra da Raiz;3114;<10k;
3537156;SP;Pedrinhas Paulista;3109;<10k;
3115003;MG;Cascalho Rico;3108;<10k;
1720259;TO;São Salvador do Tocantins;3106;<10k;
4202537;SC;Bom Jesus;3104;<10k;
2516755;PB;Tenório;3103;<10k;
4310363;RS;Imigrante;3103;<10k;
3528858;SP;Marapoama;3097;<10k;
3119609;MG;Coronel Pacheco;3095;<10k;
3168051;MG;Taparuba;3093;<10k;
4318051;RS;São Domingos do Sul;3091;<10k;
4305603;RS;Colorado;3088;<10k;
3528304;SP;Magda;3086;<10k;
2211506;PI;Vera Mendes;3082;<10k;
2403756;RN;Fernando Pedroza;3081;<10k;
4321329;RS;Taquaruçu do Sul;3081;<10k;
4321469;RS;Tio Hugo;3078;<10k;
2209757;PI;São Gonçalo do Gurguéia;3071;<10k;
4314548;RS;Pinto Bandeira;3068;<10k;
3144672;MG;Nova Belém;3067;<10k;
5003900;MS;Figueirão;3066;<10k;
5101001;MT;Araguaiana;3064;<10k;
5221809;GO;Urutaí;3056;<10k;
2510600;PB;Ouro Velho;3052;<10k;
4323754;RS;Vitória das Missões;3052;<10k;
4323770;RS;Westfália;3046;<10k;
3160603;MG;Santo Hipólito;3044;<10k;
4300570;RS;Alto Feliz;3043;<10k;
5220702;GO;Sítio d'Abadia;3040;<10k;
3164431;MG;São Sebastião da Vargem Alegre;3039;<10k;
1717206;TO;Piraquê;3038;<10k;
4106555;PR;Corumbataí do Sul;3038;<10k;
2210391;PI;São Miguel do Fidalgo;3037;<10k;
3506201;SP;Bento de Abreu;3028;<10k;
4204194;SC;Chapadão do Lageado;3025;<10k;
4309571;RS;Herveiras;3019;<10k;
3101409;MG;Albertina;3015;<10k;
2206951;PI;Novo Santo Antônio;3014;<10k;
4204178;SC;Cerro Negro;3013;<10k;
5200902;GO;Amorinópolis;3011;<10k;
2205359;PI;João Costa;3003;<10k;
3130002;MG;Ibituruna;3003;<10k;
3140209;MG;Maripá de Minas;3000;<10k;
3153301;MG;Presidente Kubitschek;3000;<10k;
5202601;GO;Aurilândia;3000;<10k;
4107553;PR;Farol;2995;<10k;
3122801;MG;Dom Viçoso;2992;<10k;
4306379;RS;Dilermando de Aguiar;2991;<10k;
5103957;MT;Glória D'Oeste;2990;<10k;
2506202;PB;Frei Martinho;2989;<10k;
3126406;MG;Fortuna de Minas;2986;<10k;
4207577;SC;Iomerê;2979;<10k;
4306973;RS;Erebango;2978;<10k;
4103404;PR;Cafeara;2973;<10k;
4315149;RS;Presidente Lucena;2972;<10k;
1704105;TO;Centenário;2966;<10k;
4301073;RS;Arroio do Padre;2966;<10k;
4311734;RS;Mampituba;2965;<10k;
5206305;GO;Cristianópolis;2962;<10k;
3148806;MG;Pedra do Anta;2960;<10k;
4209805;SC;Leoberto Leal;2960;<10k;
4306700;RS;Dona Francisca;2958;<10k;
4101655;PR;Arapuã;2951;<10k;
4214151;SC;Princesa;2950;<10k;
4319372;RS;São Pedro do Butiá;2950;<10k;
3547106;SP;Santa Mercedes;2947;<10k;
2509370;PB;Mato Grosso;2944;<10k;
5206800;GO;Damolândia;2944;<10k;
2210953;PI;Tamboril do Piauí;2939;<10k;
4311239;RS;Lagoa Bonita do Sul;2939;<10k;
5214879;GO;Nova Iguaçu de Goiás;2939;<10k;
2211605;PI;Vila Nova do Piauí;2935;<10k;
4101150;PR;Ângulo;2931;<10k;
1719004;TO;Santa Tereza do Tocantins;2928;<10k;
1100908;RO;Castanheiras;2923;<10k;
2209609;PI;São Félix do Piauí;2923;<10k;
2515708;PB;Serra Grande;2921;<10k;
3507753;SP;Brejo Alegre;2911;<10k;
4213153;SC;Planalto Alegre;2907;<10k;
2404101;RN;Galinhos;2903;<10k;
2707008;AL;Pindoba;2903;<10k;
4214300;SC;Rancho Queimado;2897;<10k;
4106852;PR;Cruzmaltina;2892;<10k;
5210158;GO;Ipiranga de Goiás;2892;<10k;
4312443;RS;Morrinhos do Sul;2891;<10k;
3515905;SP;Floreal;2884;<10k;
4211256;SC;Morro Grande;2884;<10k;
4126652;PR;Sulina;2880;<10k;
1718709;TO;Rio dos Bois;2879;<10k;
4320230;RS;Sede Nova;2875;<10k;
2205540;PI;Lagoinha do Piauí;2870;<10k;
2517100;PB;Várzea;2870;<10k;
3121506;MG;Desterro do Melo;2867;<10k;
4305116;RS;Centenário;2865;<10k;
4323705;RS;Vista Gaúcha;2858;<10k;
4308656;RS;Garruchos;2851;<10k;
4108551;PR;Godoy Moreira;2850;<10k;
4307450;RS;Esperança do Sul;2846;<10k;
5212006;GO;Jaupaci;2843;<10k;
4306072;RS;Cristal do Sul;2840;<10k;
4323200;RS;Victor Graeff;2840;<10k;
3110400;MG;Camacho;2839;<10k;
3103801;MG;Arapuá;2836;<10k;
4117297;PR;Novo Itacolomi;2836;<10k;
1720978;TO;Talismã;2831;<10k;
5221304;GO;Três Ranchos;2830;<10k;
3145505;MG;Olímpio Noronha;2829;<10k;
5221577;GO;Uirapuru;2829;<10k;
3163607;MG;São José do Mantimento;2821;<10k;
5206602;GO;Cumari;2820;<10k;
3553658;SP;Taquaral;2815;<10k;
3117207;MG;Conceição das Pedras;2814;<10k;
3549003;SP;São Francisco;2813;<10k;
4318440;RS;São Jorge;2808;<10k;
5104500;MT;Indiavaí;2806;<10k;
3510104;SP;Cândido Rodrigues;2805;<10k;
2403905;RN;Francisco Dantas;2801;<10k;
5106851;MT;Porto Estrela;2794;<10k;
4315321;RS;Quevedos;2793;<10k;
4215901;SC;São Bonifácio;2791;<10k;
1721307;TO;Tupiratins;2785;<10k;
3130804;MG;Ingaí;2785;<10k;
3557154;SP;Zacarias;2784;<10k;
5219209;GO;Santa Cruz de Goiás;2782;<10k;
2210979;PI;Tanque do Piauí;2781;<10k;
4102703;PR;Barra do Jacaré;2781;<10k;
3103603;MG;Arantina;2779;<10k;
3516507;SP;Gabriel Monteiro;2776;<10k;
5215207;GO;Novo Brasil;2775;<10k;
3515301;SP;Estrela do Norte;2774;<10k;
4101051;PR;Anahy;2774;<10k;
1712702;TO;Mateiros;2773;<10k;
4302253;RS;Boa Vista do Sul;2773;<10k;
5210307;GO;Israelândia;2772;<10k;
4304697;RS;Capitão;2770;<10k;
5106315;MT;Novo Santo Antônio;2769;<10k;
1715259;TO;Novo Jardim;2768;<10k;
4320321;RS;Senador Salgado Filho;2761;<10k;
5107156;MT;Reserva do Cabaçal;2754;<10k;
4321493;RS;Toropi;2753;<10k;
4303558;RS;Camargo;2750;<10k;
4307864;RS;Fagundes Varela;2750;<10k;
1718451;TO;Pugmil;2746;<10k;
3162302;MG;São João da Mata;2743;<10k;
4119251;PR;Pinhal de São Bento;2742;<10k;
4316477;RS;Salvador das Missões;2734;<10k;
4212601;SC;Peritiba;2733;<10k;
2406403;RN;Lagoa de Velhos;2732;<10k;
4319737;RS;São Valério do Sul;2732;<10k;
4305975;RS;Coxilha;2731;<10k;
2208551;PI;Porto Alegre do Piauí;2728;<10k;
4323507;RS;Vista Alegre;2726;<10k;
4306957;RS;Entre Rios do Sul;2724;<10k;
3109808;MG;Cachoeira Dourada;2720;<10k;
3150109;MG;Piau;2719;<10k;
4306320;RS;Derrubadas;2718;<10k;
4310876;RS;Jacuizinho;2718;<10k;
2504108;PB;Carrapateira;2714;<10k;
3507456;SP;Borebi;2713;<10k;
4311791;RS;Maratá;2713;<10k;
4202156;SC;Belmonte;2712;<10k;
4205605;SC;Galvão;2711;<10k;
4108106;PR;Flórida;2709;<10k;
4204152;SC;Celso Ramos;2709;<10k;
3140407;MG;Marmelópolis;2701;<10k;
4111308;PR;Itaúna do Sul;2700;<10k;
5107743;MT;Santa Cruz do Xingu;2700;<10k;
2411429;RN;Santana do Seridó;2699;<10k;
2508406;PB;Lastro;2698;<10k;
1101476;RO;Primavera de Rondônia;2697;<10k;
3120003;MG;Córrego Novo;2688;<10k;
2411601;RN;São Bento do Norte;2687;<10k;
3104403;MG;Argirita;2681;<10k;
4313011;RS;Nova Candelária;2677;<10k;
4212056;SC;Palmeira;2673;<10k;
3113800;MG;Carmésia;2660;<10k;
3101300;MG;Alagoa;2657;<10k;
3116209;MG;Chiador;2657;<10k;
2405900;RN;João Dias;2653;<10k;
2210375;PI;São Luis do Piauí;2648;<10k;
3554607;SP;Timburi;2647;<10k;
2513943;PB;São Domingos do Cariri;2645;<10k;
4321832;RS;Três Forquilhas;2643;<10k;
2513653;PB;Joca Claudino;2640;<10k;
5106455;MT;Planalto da Serra;2637;<10k;
3516101;SP;Florínea;2631;<10k;
3155009;MG;Rio Doce;2630;<10k;
4128625;PR;Alto Paraíso;2630;<10k;
4302238;RS;Boa Vista do Incra;2628;<10k;
1703883;TO;Carmolândia;2627;<10k;
3527900;SP;Lutécia;2623;<10k;
4128302;PR;Uniflor;2623;<10k;
3167509;MG;Simão Pereira;2621;<10k;
4321634;RS;Três Arroios;2620;<10k;
4202081;SC;Bandeirante;2618;<10k;
1708254;TO;Tabocão;2615;<10k;
4124202;PR;Santo Antônio do Caiuá;2611;<10k;
1700251;TO;Abreulândia;2609;<10k;
2413805;RN;Taboleiro Grande;2606;<10k;
3534500;SP;Oscar Bressane;2603;<10k;
4121356;PR;Rancho Alegre D'Oeste;2602;<10k;
4316428;RS;Sagrada Família;2601;<10k;
2405504;RN;Jardim de Angicos;2600;<10k;
4316436;RS;Saldanha Marinho;2596;<10k;
4316972;RS;Santa Margarida do Sul;2593;<10k;
5216007;GO;Panamá;2590;<10k;
2500577;PB;Algodão de Jandaíra;2588;<10k;
2502201;PB;Bom Jesus;2588;<10k;
3170305;MG;Umburatiba;2582;<10k;
4314456;RS;Pinhal;2581;<10k;
3165560;MG;Sem-Peixe;2579;<10k;
3540309;SP;Pontes Gestal;2576;<10k;
5213053;GO;Mimoso de Goiás;2575;<10k;
4315552;RS;Rio dos Índios;2571;<10k;
4311429;RS;Lajeado do Bugre;2569;<10k;
4301958;RS;Barra Funda;2563;<10k;
4313086;RS;Nova Pádua;2563;<10k;
2203859;PI;Floresta do Piauí;2561;<10k;
4204459;SC;Coronel Martins;2560;<10k;
3149002;MG;Pedra Dourada;2559;<10k;
3549201;SP;São João das Duas Pontes;2555;<10k;
4120200;PR;Porto Rico;2554;<10k;
2200954;PI;Aroeiras do Itaim;2551;<10k;
2207934;PI;Pedro Laurentino;2551;<10k;
3172202;MG;Wenceslau Braz;2543;<10k;
4312138;RS;Mato Castelhano;2543;<10k;
4318432;RS;São João do Polêsine;2535;<10k;
4200051;SC;Abdon Batista;2534;<10k;
1720002;TO;Santa Terezinha do Tocantins;2530;<10k;
4103370;PR;Brasilândia do Sul;2521;<10k;
4305871;RS;Coronel Barros;2521;<10k;
4306551;RS;Dom Pedro de Alcântara;2520;<10k;
5200159;GO;Adelândia;2515;<10k;
4312385;RS;Monte Belo do Sul;2514;<10k;
2505303;PB;Curral Velho;2508;<10k;
5212055;GO;Jesúpolis;2497;<10k;
2513851;PB;Santo André;2496;<10k;
3158706;MG;Santana do Garambéu;2494;<10k;
4318457;RS;São José das Missões;2491;<10k;
3510906;SP;Cássia dos Coqueiros;2488;<10k;
4215059;SC;Rio Rufino;2484;<10k;
3107000;MG;Biquinhas;2482;<10k;
4205431;SC;Formosa do Sul;2481;<10k;
2207108;PI;Olho D'Água do Piauí;2477;<10k;
5207105;GO;Diorama;2477;<10k;
3547403;SP;Santa Rita d'Oeste;2476;<10k;
5201454;GO;Aparecida do Rio Doce;2474;<10k;
3536901;SP;Pedranópolis;2468;<10k;
4203253;SC;Capão Alto;2467;<10k;
4302220;RS;Boa Vista do Cadeado;2466;<10k;
4305587;RS;Colinas;2466;<10k;
4318614;RS;São José do Sul;2464;<10k;
5203939;GO;Buriti de Goiás;2464;<10k;
5202353;GO;Arenópolis;2462;<10k;
2210383;PI;São Miguel da Baixa Grande;2456;<10k;
2510709;PB;Passagem;2453;<10k;
4218954;SC;Urupema;2453;<10k;
3503158;SP;Arapeí;2452;<10k;
3533809;SP;Óleo;2447;<10k;
3514957;SP;Embaúba;2446;<10k;
4114351;PR;Manfrinópolis;2442;<10k;
4210704;SC;Matos Costa;2442;<10k;
5107198;MT;Ribeirãozinho;2439;<10k;
4103024;PR;Boa Esperança do Iguaçu;2437;<10k;
3554656;SP;Torre de Pedra;2432;<10k;
2414308;RN;Timbaúba dos Batistas;2427;<10k;
3544707;SP;Sagres;2427;<10k;
2409605;RN;Pedra Preta;2419;<10k;
3143609;MG;Morro da Garça;2413;<10k;
1711100;TO;Itaporã do Tocantins;2412;<10k;
3527504;SP;Lucianópolis;2412;<10k;
1718899;TO;Santa Rita do Tocantins;2407;<10k;
5202809;GO;Avelinópolis;2401;<10k;
4308433;RS;Forquetinha;2389;<10k;
4219150;SC;Vargem;2387;<10k;
2800100;SE;Amparo do São Francisco;2386;<10k;
2919959;BA;Maetinga;2386;<10k;
4217758;SC;Sul Brasil;2386;<10k;
5215801;GO;Palmelo;2382;<10k;
4310652;RS;Itati;2377;<10k;
3125200;MG;Fama;2374;<10k;
4211652;SC;Novo Horizonte;2366;<10k;
4320651;RS;Silveira Martins;2365;<10k;
4218855;SC;União do Oeste;2364;<10k;
5214705;GO;Nova América;2362;<10k;
3103207;MG;Araçaí;2360;<10k;
5212600;GO;Mairipotaba;2358;<10k;
4211892;SC;Painel;2352;<10k;
4200556;SC;Águas Frias;2341;<10k;
3156205;MG;Rochedo de Minas;2335;<10k;
3533106;SP;Nova Guataporanga;2333;<10k;
1715150;TO;Novo Alegre;2332;<10k;
4315057;RS;Porto Mauá;2332;<10k;
4306353;RS;Dezesseis de Novembro;2331;<10k;
4321626;RS;Travesseiro;2331;<10k;
4202875;SC;Brunópolis;2318;<10k;
4215687;SC;Santa Terezinha do Progresso;2317;<10k;
1713700;TO;Monte Santo do Tocantins;2311;<10k;
3527256;SP;Lourdes;2311;<10k;
4307831;RS;Eugênio de Castro;2310;<10k;
3124609;MG;Estrela Dalva;2308;<10k;
4322376;RS;Unistalda;2306;<10k;
4314134;RS;Paulo Bento;2303;<10k;
5211602;GO;Ivolândia;2295;<10k;
1703826;TO;Cachoeirinha;2293;<10k;
4319752;RS;São Vendelino;2288;<10k;
4317954;RS;Santo Expedito do Sul;2287;<10k;
4305157;RS;Cerro Grande;2281;<10k;
4214102;SC;Presidente Nereu;2279;<10k;
3531001;SP;Monções;2274;<10k;
4315958;RS;Rolador;2270;<10k;
2517407;PB;Zabelê;2269;<10k;
3167301;MG;Silveirânia;2267;<10k;
4305850;RS;Coqueiros do Sul;2267;<10k;
4125902;PR;São Pedro do Paraná;2265;<10k;
2404804;RN;Ipueira;2264;<10k;
2500734;PB;Amparo;2264;<10k;
5212907;GO;Marzagão;2263;<10k;
3164902;MG;São Sebastião do Rio Verde;2259;<10k;
