COD_IBGE;UF;MUNICIPIO;POPULACAO;RANGE_POP;CAPITAL
2200459;PI;Alvorada do Gurguéia;5469;<10k;
3203601;ES;Mucurici;5468;<10k;
3504305;SP;Avaí;5467;<10k;
3115359;MG;Catas Altas;5465;<10k;
4313037;RS;Nova Esperança do Sul;5465;<10k;
3112109;MG;Caparaó;5464;<10k;
5107792;MT;Santo Antônio do Leste;5459;<10k;
1720101;TO;São Bento do Tocantins;5457;<10k;
3135076;MG;Jampruca;5453;<10k;
1720655;TO;Silvanópolis;5452;<10k;
4126900;PR;Tapira;5452;<10k;
3132008;MG;Itacambira;5447;<10k;
4308706;RS;Gaurama;5447;<10k;
5221551;GO;Turvelândia;5447;<10k;
3121001;MG;Datas;5431;<10k;
3138708;MG;Luminárias;5431;<10k;
3159506;MG;Santa Rita do Itueto;5426;<10k;
4124509;PR;Santo Inácio;5422;<10k;
4303806;RS;Campinas do Sul;5422;<10k;
5203104;GO;Baliza;5418;<10k;
3160801;MG;São Bento Abade;5411;<10k;
4311700;RS;Machadinho;5411;<10k;
2505352;PB;Damião;5409;<10k;
3108206;MG;Bonfinópolis de Minas;5397;<10k;
4202701;SC;Botuverá;5396;<10k;
2517209;PB;Vieirópolis;5395;<10k;
4120408;PR;Presidente Castelo Branco;5395;<10k;
2203271;PI;Curral Novo do Piauí;5390;<10k;
3123858;MG;Entre Folhas;5383;<10k;
3532702;SP;Nipoã;5381;<10k;
4108700;PR;Grandes Rios;5379;<10k;
3545100;SP;Salmourão;5372;<10k;
3541059;SP;Pratânia;5371;<10k;
1600550;AP;Pracuúba;5370;<10k;
3539608;SP;Planalto;5370;<10k;
3165578;MG;Senador Amaral;5365;<10k;
3510153;SP;Canitar;5365;<10k;
3543501;SP;Riversul;5364;<10k;
2210052;PI;São José do Divino;5361;<10k;
3163409;MG;São José do Goiabal;5356;<10k;
2205904;PI;Manoel Emídio;5352;<10k;
2909505;BA;Cravolândia;5352;<10k;
3145372;MG;Novorizonte;5348;<10k;
3518909;SP;Guzolândia;5346;<10k;
2204006;PI;Francinópolis;5345;<10k;
5106802;MT;Porto dos Gaúchos;5344;<10k;
3129657;MG;Ibiracatu;5340;<10k;
1505551;PA;Pau D'Arco;5339;<10k;
4103354;PR;Braganey;5338;<10k;
4218103;SC;Timbé do Sul;5338;<10k;
4319109;RS;São Martinho;5336;<10k;
1712504;TO;Marianópolis do Tocantins;5332;<10k;
3155207;MG;Rio Espera;5332;<10k;
4111704;PR;Jaboti;5332;<10k;
2203750;PI;Fartura do Piauí;5330;<10k;
4303707;RS;Campina das Missões;5325;<10k;
3133907;MG;Itaverava;5321;<10k;
3501400;SP;Álvaro de Carvalho;5320;<10k;
2705309;AL;Minador do Negrão;5315;<10k;
3153103;MG;Presidente Bernardes;5315;<10k;
2903300;BA;Barro Preto;5312;<10k;
2502706;PB;Borborema;5311;<10k;
3105509;MG;Barão de Monte Alto;5311;<10k;
5100102;MT;Acorizal;5309;<10k;
2408805;RN;Parazinho;5307;<10k;
3104452;MG;Aricanduva;5305;<10k;
1700350;TO;Aliança do Tocantins;5303;<10k;
3171907;MG;Virgolândia;5303;<10k;
2802007;SE;Divina Pastora;5290;<10k;
3126752;MG;Franciscópolis;5287;<10k;
4107157;PR;Diamante D'Oeste;5279;<10k;
2900900;BA;Almadina;5273;<10k;
2205607;PI;Landri Sales;5272;<10k;
3172103;MG;Volta Grande;5270;<10k;
3126604;MG;Francisco Dumont;5268;<10k;
3509957;SP;Canas;5268;<10k;
5103437;MT;Curvelândia;5267;<10k;
5220157;GO;São Luiz do Norte;5263;<10k;
2209377;PI;Santa Rosa do Piauí;5254;<10k;
4117271;PR;Nova Tebas;5252;<10k;
2502102;PB;Boa Ventura;5248;<10k;
4301800;RS;Barracão;5237;<10k;
3127073;MG;Fruta de Leite;5232;<10k;
2405207;RN;Janduís;5228;<10k;
3122702;MG;Dom Silvério;5227;<10k;
1707652;TO;Figueirópolis;5222;<10k;
4320503;RS;Sertão;5220;<10k;
2205599;PI;Lagoa do Sítio;5219;<10k;
2505279;PB;Curral de Cima;5209;<10k;
3135704;MG;Jequitibá;5203;<10k;
3158102;MG;Santa Maria do Salto;5203;<10k;
3146750;MG;Palmópolis;5196;<10k;
4126702;PR;Tamboara;5196;<10k;
4206603;SC;Guarujá do Sul;5196;<10k;
2703403;AL;Jacaré dos Homens;5185;<10k;
5210604;GO;Itaguaru;5184;<10k;
4211405;SC;Nova Erechim;5163;<10k;
3120409;MG;Cristiano Otoni;5161;<10k;
3164100;MG;São Pedro do Suaçuí;5160;<10k;
2410504;RN;Rafael Fernandes;5158;<10k;
4319208;RS;São Nicolau;5153;<10k;
2515930;PB;Sertãozinho;5152;<10k;
3163102;MG;São José da Varginha;5151;<10k;
4126405;PR;Sertaneja;5149;<10k;
5107206;MT;Rio Branco;5147;<10k;
3123106;MG;Dores de Guanhães;5139;<10k;
1708304;TO;Goianorte;5136;<10k;
2705903;AL;Olho d'Água Grande;5133;<10k;
4302659;RS;Brochier;5132;<10k;
5205208;GO;Caturaí;5132;<10k;
2200103;PI;Agricolândia;5123;<10k;
1703305;TO;Bom Jesus do Tocantins;5120;<10k;
5007505;MS;Rochedo;5120;<10k;
3139102;MG;Madre de Deus de Minas;5119;<10k;
3155108;MG;Rio do Prado;5117;<10k;
3502002;SP;Analândia;5115;<10k;
4320305;RS;Selbach;5114;<10k;
3136553;MG;José Raydan;5104;<10k;
2202554;PI;Caridade do Piauí;5102;<10k;
3169802;MG;Turvolândia;5099;<10k;
2513505;PB;Santana de Mangueira;5098;<10k;
2202117;PI;Campo Alegre do Fidalgo;5093;<10k;
3107208;MG;Bocaina de Minas;5088;<10k;
4311601;RS;Liberato Salzano;5087;<10k;
3127339;MG;Gameleiras;5084;<10k;
4303202;RS;Cacique Doble;5083;<10k;
2305100;CE;Guaramiranga;5073;<10k;
3120607;MG;Crucilândia;5072;<10k;
1100031;RO;Cabixi;5067;<10k;
2706208;AL;Palestina;5061;<10k;
3118106;MG;Congonhas do Norte;5047;<10k;
3170651;MG;Vargem Grande do Rio Pardo;5045;<10k;
2209807;PI;São Gonçalo do Piauí;5044;<10k;
3121308;MG;Descoberto;5044;<10k;
4120358;PR;Pranchita;5035;<10k;
3150406;MG;Piedade dos Gerais;5034;<10k;
2501534;PB;Baraúna;5033;<10k;
4316204;RS;Rondinha;5033;<10k;
4109658;PR;Honório Serpa;5030;<10k;
2207405;PI;Palmeira do Piauí;5029;<10k;
3150539;MG;Pingo-d'Água;5029;<10k;
2111631;MA;São Raimundo do Doca Bezerra;5028;<10k;
3509809;SP;Campos Novos Paulista;5028;<10k;
3120839;MG;Cuparaque;5026;<10k;
3122504;MG;Dom Cavati;5025;<10k;
4209151;SC;José Boiteux;5019;<10k;
4322251;RS;Tupandi;5019;<10k;
4116950;PR;Nova Esperança do Sudoeste;5014;<10k;
2607406;PE;Itacuruba;5013;<10k;
2510303;PB;Nova Palmeira;5011;<10k;
3128253;MG;Guaraciama;5005;<10k;
3129400;MG;Ibertioga;4999;<10k;
3138500;MG;Liberdade;4994;<10k;
3523008;SP;Itapura;4994;<10k;
2203230;PI;Currais;4982;<10k;
4300034;RS;Aceguá;4981;<10k;
4107108;PR;Diamante do Norte;4975;<10k;
3122108;MG;Divino das Laranjeiras;4969;<10k;
4113809;PR;Lupionópolis;4969;<10k;
4309555;RS;Harmonia;4967;<10k;
4312609;RS;Muçum;4967;<10k;
3530409;SP;Mirassolândia;4966;<10k;
1101484;RO;São Felipe D'Oeste;4962;<10k;
3532207;SP;Narandiba;4950;<10k;
3162252;MG;São João da Lagoa;4949;<10k;
3142304;MG;Moeda;4948;<10k;
4112207;PR;Janiópolis;4948;<10k;
3115474;MG;Catuti;4944;<10k;
2203602;PI;Eliseu Martins;4943;<10k;
3142254;MG;Miravânia;4939;<10k;
3143153;MG;Monte Formoso;4939;<10k;
2504207;PB;Catingueira;4938;<10k;
2502300;PB;Bom Sucesso;4937;<10k;
2511707;PB;Pilõezinhos;4937;<10k;
2405405;RN;Japi;4935;<10k;
2211357;PI;Várzea Branca;4930;<10k;
4112306;PR;Japira;4929;<10k;
3515194;SP;Espírito Santo do Turvo;4926;<10k;
4314498;RS;Pinheirinho do Vale;4926;<10k;
4318481;RS;São José do Hortêncio;4924;<10k;
3138351;MG;Leme do Prado;4923;<10k;
2200277;PI;Alegrete do Piauí;4921;<10k;
2402907;RN;Coronel João Pessoa;4918;<10k;
4124004;PR;Santana do Itararé;4916;<10k;
3507308;SP;Boracéia;4913;<10k;
2206753;PI;Nossa Senhora de Nazaré;4911;<10k;
3136579;MG;Josenópolis;4911;<10k;
3516804;SP;Gastão Vidigal;4911;<10k;
2202711;PI;Cocal de Telha;4908;<10k;
4219358;SC;Vitor Meireles;4907;<10k;
3105707;MG;Barra Longa;4905;<10k;
1701101;TO;Aparecida do Rio Negro;4901;<10k;
4120101;PR;Porto Amazonas;4899;<10k;
4312302;RS;Miraguaí;4899;<10k;
1720309;TO;São Sebastião do Tocantins;4898;<10k;
2504355;PB;Caturité;4898;<10k;
2926657;BA;Ribeirão do Largo;4896;<10k;
3168101;MG;Tapira;4890;<10k;
4312807;RS;Nova Araçá;4890;<10k;
5219712;GO;Santo Antônio da Barra;4886;<10k;
1716307;TO;Pau D'Arco;4885;<10k;
2205276;PI;Jatobá do Piauí;4885;<10k;
4107801;PR;Floraí;4883;<10k;
3526308;SP;Lagoinha;4882;<10k;
1718808;TO;Sampaio;4876;<10k;
3116407;MG;Claraval;4873;<10k;
3520608;SP;Indiana;4873;<10k;
1705557;TO;Combinado;4870;<10k;
2803104;SE;Itabi;4869;<10k;
2509602;PB;Monte Horebe;4867;<10k;
1718907;TO;Santa Rosa do Tocantins;4864;<10k;
4122909;PR;Salto do Itararé;4862;<10k;
2209955;PI;São João da Varjota;4856;<10k;
3548401;SP;Santópolis do Aguapeí;4856;<10k;
3171154;MG;Vermelho Novo;4852;<10k;
4113601;PR;Lobato;4850;<10k;
3158805;MG;Santana do Jacaré;4847;<10k;
3159308;MG;Santa Rita de Jacutinga;4843;<10k;
3517109;SP;Glicério;4842;<10k;
3516853;SP;Gavião Peixoto;4841;<10k;
5106281;MT;Novo São Joaquim;4837;<10k;
3166956;MG;Serranópolis de Minas;4836;<10k;
3104809;MG;Augusto de Lima;4833;<10k;
2413557;RN;Serrinha dos Pintos;4832;<10k;
5218706;GO;Rianápolis;4832;<10k;
3532058;SP;Motuca;4831;<10k;
3555505;SP;Ubirajara;4828;<10k;
4116802;PR;Nova Cantu;4827;<10k;
3154408;MG;Ressaquinha;4826;<10k;
3525805;SP;Júlio Mesquita;4824;<10k;
5107404;MT;São Pedro da Cipa;4823;<10k;
4320859;RS;Tabaí;4816;<10k;
2408508;RN;Ouro Branco;4813;<10k;
2202802;PI;Conceição do Canindé;4811;<10k;
2702702;AL;Feliz Deserto;4803;<10k;
4303301;RS;Caibaté;4802;<10k;
4202503;SC;Bom Jardim da Serra;4801;<10k;
3135407;MG;Jeceaba;4795;<10k;
3148400;MG;Paulistas;4794;<10k;
4304671;RS;Capivari do Sul;4793;<10k;
3106655;MG;Berizal;4792;<10k;
4215406;SC;Salto Veloso;4792;<10k;
2205532;PI;Jurema;4790;<10k;
2504702;PB;Congo;4787;<10k;
3543105;SP;Ribeirão Corrente;4786;<10k;
2304806;CE;Granjeiro;4784;<10k;
4307203;RS;Erval Grande;4780;<10k;
3135902;MG;Jesuânia;4774;<10k;
2406809;RN;Lajes Pintadas;4768;<10k;
4312104;RS;Mata;4760;<10k;
3161403;MG;São Francisco do Glória;4758;<10k;
5007307;MS;Rio Negro;4758;<10k;
3136405;MG;Joaquim Felício;4757;<10k;
3531704;SP;Monteiro Lobato;4739;<10k;
3105202;MG;Bandeira;4738;<10k;
3108800;MG;Braúnas;4737;<10k;
4107702;PR;Fênix;4734;<10k;
4306304;RS;David Canabarro;4732;<10k;
3124401;MG;Espírito Santo do Dourado;4728;<10k;
5218789;GO;Rio Quente;4728;<10k;
3144409;MG;Natércia;4727;<10k;
1718550;TO;Riachinho;4723;<10k;
4305132;RS;Cerro Branco;4720;<10k;
3540259;SP;Pontalinda;4719;<10k;
2201002;PI;Arraial;4713;<10k;
4309704;RS;Humaitá;4712;<10k;
5102694;MT;Canabrava do Norte;4711;<10k;
5208301;GO;Divinópolis de Goiás;4701;<10k;
2111573;MA;São Pedro dos Crentes;4700;<10k;
4315750;RS;Riozinho;4698;<10k;
2412401;RN;São José do Seridó;4696;<10k;
4113759;PR;Lunardelli;4695;<10k;
3157401;MG;Santa Cruz do Escalvado;4693;<10k;
4305504;RS;Ciríaco;4693;<10k;
4206652;SC;Guatambú;4692;<10k;
4309803;RS;Ibiaçá;4690;<10k;
2202851;PI;Coronel José Dias;4688;<10k;
1707306;TO;Dueré;4686;<10k;
4200903;SC;Angelina;4686;<10k;
2400604;RN;Almino Afonso;4685;<10k;
5210562;GO;Itaguari;4684;<10k;
2107308;MA;Nova Iorque;4682;<10k;
4308078;RS;Fazenda Vilanova;4680;<10k;
4115507;PR;Marumbi;4676;<10k;
1703073;TO;Barra do Ouro;4673;<10k;
3145851;MG;Oratórios;4671;<10k;
2407609;RN;Messias Targino;4665;<10k;
4303400;RS;Caiçara;4659;<10k;
2205565;PI;Lagoa do Barro do Piauí;4658;<10k;
3125408;MG;Felício dos Santos;4656;<10k;
4107538;PR;Entre Rios do Oeste;4651;<10k;
2209351;PI;Santana do Piauí;4650;<10k;
3156452;MG;Rosário da Limeira;4648;<10k;
3102506;MG;Amparo do Serra;4643;<10k;
2508109;PB;Lagoa;4640;<10k;
2514404;PB;São José de Espinharas;4631;<10k;
4214904;SC;Rio Fortuna;4630;<10k;
4322905;RS;Viadutos;4628;<10k;
4312153;RS;Mato Leitão;4627;<10k;
4318424;RS;São João da Urtiga;4625;<10k;
2209856;PI;São João da Canabrava;4619;<10k;
4213302;SC;Ponte Alta;4619;<10k;
3112208;MG;Capela Nova;4616;<10k;
3106606;MG;Bertópolis;4609;<10k;
3527801;SP;Lupércio;4608;<10k;
2513927;PB;São Bentinho;4602;<10k;
5107248;MT;Santa Carmem;4600;<10k;
4122651;PR;Rosário do Ivaí;4595;<10k;
5215256;GO;Novo Planalto;4592;<10k;
3512605;SP;Coronel Macedo;4591;<10k;
1717800;TO;Ponte Alta do Bom Jesus;4586;<10k;
4204350;SC;Cordilheira Alta;4585;<10k;
4322152;RS;Tunas;4585;<10k;
3546207;SP;Santa Cruz da Conceição;4584;<10k;
4215208;SC;Romelândia;4584;<10k;
4107850;PR;Flor da Serra do Sul;4583;<10k;
2210359;PI;São Lourenço do Piauí;4581;<10k;
3117405;MG;Conceição de Ipanema;4581;<10k;
5203575;GO;Bonópolis;4579;<10k;
3525607;SP;João Ramalho;4577;<10k;
3112059;MG;Cantagalo;4575;<10k;
2204550;PI;Guaribas;4573;<10k;
2512762;PB;Riachão do Poço;4571;<10k;
3163904;MG;São Pedro da União;4563;<10k;
2512754;PB;Riachão do Bacamarte;4562;<10k;
2210904;PI;Socorro do Piauí;4557;<10k;
3100807;MG;Aguanil;4557;<10k;
2513802;PB;Santa Teresinha;4550;<10k;
3508207;SP;Buritizal;4547;<10k;
2206001;PI;Marcos Parente;4546;<10k;
3127057;MG;Fronteira dos Vales;4542;<10k;
2411700;RN;São Bento do Trairí;4541;<10k;
2110807;MA;São Félix de Balsas;4540;<10k;
5214051;GO;Mundo Novo;4540;<10k;
4311718;RS;Maçambará;4539;<10k;
5213772;GO;Montividiu do Norte;4538;<10k;
2607109;PE;Ingazeira;4537;<10k;
3543204;SP;Ribeirão do Sul;4537;<10k;
3111705;MG;Canaã;4533;<10k;
4209854;SC;Lindóia do Sul;4530;<10k;
4323101;RS;Vicente Dutra;4530;<10k;
2509339;PB;Matinhas;4528;<10k;
2206654;PI;Morro Cabeça no Tempo;4527;<10k;
2413201;RN;Senador Georgino Avelino;4527;<10k;
5221502;GO;Turvânia;4526;<10k;
3532108;SP;Murutinga do Sul;4525;<10k;
4215075;SC;Riqueza;4525;<10k;
2205250;PI;Jardim do Mulato;4522;<10k;
3156106;MG;Ritápolis;4521;<10k;
4315008;RS;Porto Lucena;4514;<10k;
2201804;PI;Bocaina;4509;<10k;
4218756;SC;Tunápolis;4507;<10k;
4121257;PR;Ramilândia;4500;<10k;
1703867;TO;Cariri do Tocantins;4499;<10k;
2208874;PI;Ribeira do Piauí;4499;<10k;
4113452;PR;Lindoeste;4488;<10k;
2211704;PI;Wall Ferraz;4479;<10k;
3162658;MG;São João do Pacuí;4476;<10k;
2203255;PI;Curralinhos;4475;<10k;
4110003;PR;Iguaraçu;4475;<10k;
3136520;MG;José Gonçalves de Minas;4474;<10k;
4110409;PR;Indianópolis;4472;<10k;
1711951;TO;Lagoa do Tocantins;4470;<10k;
4108452;PR;Foz do Jordão;4466;<10k;
3534005;SP;Onda Verde;4462;<10k;
2203800;PI;Flores do Piauí;4461;<10k;
3126307;MG;Fortaleza de Minas;4460;<10k;
4126355;PR;Serranópolis do Iguaçu;4460;<10k;
2411007;RN;Rodolfo Fernandes;4457;<10k;
3149606;MG;Pequi;4457;<10k;
2209559;PI;São Braz do Piauí;4454;<10k;
3554201;SP;Tejupá;4452;<10k;
1715101;TO;Novo Acordo;4450;<10k;
3114808;MG;Carvalhos;4445;<10k;
4121109;PR;Quinta do Sol;4444;<10k;
2205300;PI;Jerumenha;4443;<10k;
3146404;MG;Paineiras;4440;<10k;
1703206;TO;Bernardo Sayão;4439;<10k;
3120102;MG;Couto de Magalhães de Minas;4436;<10k;
3122603;MG;Dom Joaquim;4436;<10k;
3150307;MG;Piedade do Rio Grande;4436;<10k;
3127206;MG;Funilândia;4434;<10k;
4106704;PR;Cruzeiro do Sul;4430;<10k;
4110904;PR;Itaguajé;4426;<10k;
4205209;SC;Erval Velho;4423;<10k;
4120655;PR;Quarto Centenário;4420;<10k;
3135308;MG;Japaraíba;4418;<10k;
2911253;BA;Gavião;4417;<10k;
3140605;MG;Materlândia;4415;<10k;
1717008;TO;Pindorama do Tocantins;4414;<10k;
5210802;GO;Itajá;4412;<10k;
4219176;SC;Vargem Bonita;4411;<10k;
2514107;PB;São João do Tigre;4408;<10k;
5108808;MT;Nova Guarita;4407;<10k;
2508554;PB;Logradouro;4406;<10k;
3545506;SP;Sandovalina;4405;<10k;
3132602;MG;Itamarati de Minas;4395;<10k;
4309753;RS;Ibarama;4393;<10k;
2207959;PI;Nova Santa Rita;4392;<10k;
1718501;TO;Recursolândia;4389;<10k;
2900603;BA;Aiquara;4387;<10k;
3157302;MG;Santa Bárbara do Tugúrio;4385;<10k;
2211407;PI;Várzea Grande;4382;<10k;
3136108;MG;Joanésia;4382;<10k;
4306734;RS;Doutor Maurício Cardoso;4380;<10k;
5211008;GO;Itapirapuã;4380;<10k;
4309159;RS;Gramado Xavier;4378;<10k;
4323408;RS;Vila Maria;4368;<10k;
4207601;SC;Ipira;4367;<10k;
2512077;PB;Poço de José de Moura;4366;<10k;
3127404;MG;Gonçalves;4360;<10k;
3136801;MG;Juramento;4359;<10k;
3157500;MG;Santa Efigênia de Minas;4354;<10k;
2203420;PI;Domingos Mourão;4352;<10k;
1715002;TO;Nova Rosalândia;4348;<10k;
2105658;MA;Junco do Maranhão;4334;<10k;
3159001;MG;Santana do Riacho;4334;<10k;
2207751;PI;Passagem Franca do Piauí;4331;<10k;
3540853;SP;Pracinha;4327;<10k;
4211454;SC;Nova Itaberaba;4327;<10k;
5212956;GO;Matrinchã;4321;<10k;
2210631;PI;Sebastião Leal;4311;<10k;
4314472;RS;Pinhal Grande;4309;<10k;
2208858;PI;Riacho Frio;4306;<10k;
3152131;MG;Ponto Chique;4305;<10k;
4117214;PR;Nova Santa Bárbara;4304;<10k;
2204105;PI;Francisco Ayres;4300;<10k;
2408607;RN;Paraná;4298;<10k;
3522653;SP;Itapirapuã Paulista;4294;<10k;
3533700;SP;Ocauçu;4294;<10k;
3166501;MG;Serra Azul de Minas;4292;<10k;
3163003;MG;São José da Safira;4291;<10k;
4115457;PR;Marquinho;4283;<10k;
2411908;RN;São Francisco do Oeste;4281;<10k;
4119707;PR;Planaltina do Paraná;4281;<10k;
4323457;RS;Vila Nova do Sul;4274;<10k;
4304002;RS;Campo Novo;4273;<10k;
3107604;MG;Bom Jesus da Penha;4270;<10k;
4201273;SC;Arabutã;4268;<10k;
5201504;GO;Aporé;4266;<10k;
2512200;PB;Prata;4265;<10k;
3170438;MG;União de Minas;4265;<10k;
3150000;MG;Pescador;4261;<10k;
3108701;MG;Brás Pires;4255;<10k;
4312203;RS;Maximiliano de Almeida;4254;<10k;
4308458;RS;Fortaleza dos Valos;4252;<10k;
4313391;RS;Novo Cabrais;4246;<10k;
4311908;RS;Marcelino Ramos;4239;<10k;
4301875;RS;Barra do Quaraí;4238;<10k;
3201803;ES;Divino de São Lourenço;4236;<10k;
2414753;RN;Venha-Ver;4232;<10k;
4321857;RS;Três Palmeiras;4232;<10k;
2408409;RN;Olho d'Água do Borges;4231;<10k;
3131406;MG;Ipiaçu;4229;<10k;
4106571;PR;Cruzeiro do Iguaçu;4229;<10k;
4210902;SC;Modelo;4227;<10k;
2700805;AL;Belém;4226;<10k;
4205100;SC;Dona Emma;4224;<10k;
3163201;MG;São José do Alegre;4222;<10k;
3508306;SP;Cabrália Paulista;4222;<10k;
3533304;SP;Nova Luzitânia;4217;<10k;
3500907;SP;Altair;4211;<10k;
2504074;PB;Caraúbas;4206;<10k;
3123304;MG;Dores do Turvo;4202;<10k;
3500808;SP;Alfredo Marcondes;4201;<10k;
3508900;SP;Caiabu;4195;<10k;
2410801;RN;Riacho de Santana;4194;<10k;
4313490;RS;Novo Barreiro;4185;<10k;
3521200;SP;Iporanga;4180;<10k;
2411056;RN;Tibau;4173;<10k;
3502408;SP;Anhumas;4172;<10k;
2514008;PB;São João do Cariri;4170;<10k;
3531605;SP;Monte Castelo;4166;<10k;
1703891;TO;Carrasco Bonito;4165;<10k;
4205159;SC;Doutor Pedrinho;4164;<10k;
5103361;MT;Conquista D'Oeste;4163;<10k;
1101559;RO;Teixeirópolis;4160;<10k;
2514701;PB;São José do Sabugi;4153;<10k;
3150208;MG;Piedade de Ponte Nova;4141;<10k;
3549607;SP;São José do Barreiro;4141;<10k;
3540408;SP;Populina;4136;<10k;
3533205;SP;Nova Independência;4135;<10k;
2202455;PI;Capitão Gervásio Oliveira;4127;<10k;
2207306;PI;Paes Landim;4124;<10k;
3502606;SP;Aparecida d'Oeste;4122;<10k;
4122172;PR;Rio Branco do Ivaí;4121;<10k;
3168309;MG;Taquaraçu de Minas;4120;<10k;
5213905;GO;Mossâmedes;4120;<10k;
2703908;AL;Jundiá;4119;<10k;
3169059;MG;Tocos do Moji;4117;<10k;
3535903;SP;Paranapuã;4112;<10k;
5220264;GO;São Miguel do Passa Quatro;4105;<10k;
3161650;MG;São Geraldo do Baixio;4104;<10k;
2407252;RN;Major Sales;4102;<10k;
5107297;MT;São José do Povo;4102;<10k;
3528908;SP;Mariápolis;4098;<10k;
5208103;GO;Formoso;4098;<10k;
3171105;MG;Veríssimo;4090;<10k;
2205581;PI;Lagoa do Piauí;4086;<10k;
2207793;PI;Pau D'Arco do Piauí;4084;<10k;
3140100;MG;Marilac;4079;<10k;
3501103;SP;Alto Alegre;4078;<10k;
3157377;MG;Santa Cruz de Salinas;4074;<10k;
2910206;BA;Dom Macedo Costa;4072;<10k;
3512704;SP;Corumbataí;4072;<10k;
4212270;SC;Passos Maia;4072;<10k;
1705607;TO;Conceição do Tocantins;4070;<10k;
5106273;MT;Novo Horizonte do Norte;4069;<10k;
5107578;MT;Rondolândia;4069;<10k;
2501351;PB;Assunção;4067;<10k;
3541109;SP;Presidente Alves;4067;<10k;
3552551;SP;Suzanápolis;4063;<10k;
3137304;MG;Lagoa dos Patos;4062;<10k;
3154705;MG;Ribeirão Vermelho;4061;<10k;
4120309;PR;Porto Vitória;4057;<10k;
3165909;MG;Senador Modestino Gonçalves;4056;<10k;
4310306;RS;Ilópolis;4054;<10k;
2406908;RN;Lucrécia;4053;<10k;
3114600;MG;Carrancas;4052;<10k;
4123956;PR;Santa Mônica;4052;<10k;
4128658;PR;Virmond;4051;<10k;
2912608;BA;Ibiquera;4047;<10k;
2209153;PI;Santa Cruz dos Milagres;4046;<10k;
3520806;SP;Inúbia Paulista;4045;<10k;
2201556;PI;Bela Vista do Piauí;4044;<10k;
2202737;PI;Coivaras;4044;<10k;
4120853;PR;Quatro Pontes;4043;<10k;
4116307;PR;Munhoz de Melo;4034;<10k;
4219408;SC;Witmarsum;4032;<10k;
5218102;GO;Portelândia;4032;<10k;
3140308;MG;Marliéria;4030;<10k;
2908804;BA;Contendas do Sincorá;4025;<10k;
2404002;RN;Frutuoso Gomes;4015;<10k;
5005103;MS;Jateí;4015;<10k;
3127388;MG;Goianá;4014;<10k;
3507159;SP;Bom Sucesso de Itararé;4013;<10k;
5106174;MT;Nova Nazaré;4013;<10k;
4116406;PR;Nossa Senhora das Graças;4009;<10k;
2801900;SE;Cumbe;4008;<10k;
2801108;SE;Canhoba;4003;<10k;
4218350;SC;Treviso;4002;<10k;
4113106;PR;Kaloré;3996;<10k;
3100401;MG;Acaiaca;3995;<10k;
2918902;BA;Lajedão;3993;<10k;
4103008;PR;Boa Esperança;3991;<10k;
2401503;RN;Barcelona;3989;<10k;
2510501;PB;Olivedos;3989;<10k;
2508703;PB;Mãe d'Água;3988;<10k;
4309951;RS;Ibirapuitã;3988;<10k;
3158607;MG;Santana do Deserto;3985;<10k;
3109253;MG;Bugre;3984;<10k;
4312054;RS;Marques de Souza;3981;<10k;
4107546;PR;Espigão Alto do Iguaçu;3980;<10k;
5218052;GO;Porteirão;3979;<10k;
3148905;MG;Pedra do Indaiá;3977;<10k;
2513000;PB;Salgadinho;3975;<10k;
4103479;PR;Cafezal do Sul;3975;<10k;
2807006;SE;São Miguel do Aleixo;3964;<10k;
3110202;MG;Cajuri;3961;<10k;
2201176;PI;Barra D'Alcântara;3953;<10k;
2406155;RN;Jundiá;3945;<10k;
3115201;MG;Conceição da Barra de Minas;3939;<10k;
2202251;PI;Canavieira;3938;<10k;
3522000;SP;Itaju;3937;<10k;
2806503;SE;Santa Rosa de Lima;3933;<10k;
3125002;MG;Ewbank da Câmara;3932;<10k;
2207553;PI;Paquetá;3931;<10k;
4212403;SC;Pedras Grandes;3931;<10k;
5208152;GO;Gameleira de Goiás;3923;<10k;
3158409;MG;Santana de Cataguases;3909;<10k;
1711506;TO;Jaú do Tocantins;3906;<10k;
3503505;SP;Areias;3906;<10k;
3541653;SP;Quadra;3902;<10k;
4207759;SC;Iraceminha;3901;<10k;
2410009;RN;Pilões;3900;<10k;
5204557;GO;Caldazinha;3900;<10k;
4208609;SC;Jaborá;3899;<10k;
2514552;PB;São José de Princesa;3898;<10k;
4314779;RS;Pontão;3898;<10k;
4113403;PR;Leópolis;3896;<10k;
4311981;RS;Mariana Pimentel;3892;<10k;
3141900;MG;Minduri;3891;<10k;
4106100;PR;Conselheiro Mairinck;3891;<10k;
4314035;RS;Pareci Novo;3885;<10k;
4319356;RS;São Pedro da Serra;3881;<10k;
2204600;PI;Hugo Napoleão;3880;<10k;
2512036;PB;Poço Dantas;3877;<10k;
3520707;SP;Indiaporã;3876;<10k;
5200829;GO;Amaralina;3875;<10k;
4219606;SC;Xavantina;3873;<10k;
4102208;PR;Atalaia;3871;<10k;
3141306;MG;Medeiros;3861;<10k;
3160108;MG;Santo Antônio do Grama;3861;<10k;
4315206;RS;Putinga;3861;<10k;
3161601;MG;São Geraldo da Piedade;3860;<10k;
3163300;MG;São José do Divino;3851;<10k;
2505501;PB;Vista Serrana;3850;<10k;
1720499;TO;São Valério;3848;<10k;
